,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
12542,65,Dig Dug: Digging Strike,DS,6.7,"Oct 18, 2005","2D, Action, General, Platformer",Bullets,Namco,E, , , ,1-2 Players, ,Dig Dug Series
12543,65,Pac-Man World 3,XBOX,tbd,"Nov 17, 2005","3D, Action, Platformer",Blitz Games,Namco,E,Cartoon Violence,24 Players Online, ,1 Player, ,Pac Man Series
12544,65,Gauntlet,X360,5.4,"Nov 22, 2005","Action, Arcade, General",Digital Eclipse,Midway,E,Mild Cartoon Violence,4 Players Online, ,1-4 Players, ,Gauntlet Series
12545,65,World Championship Poker 2: Featuring Howard Lederer,PSP,2.8,"Dec 11, 2005","Gambling, Miscellaneous, Parlor",Crave,Crave,T,Mild Language Simulated Gambling,8 Players Online, ,1 Player, ,World Championship Poker Series
12546,65,Need for Speed Underground 2,DS,7,"May 10, 2005","Automobile, Driving, GT / Street, Racing, Simulation",EA Canada,EA Games,E, , , ,1-4 Players,http://www.ea.com/official/nfs/underground2/us/home.jsp,Need for Speed Series
12547,63,Revenge of the Wounded Dragons,PS3,tbd,"Dec 10, 2009","Action u""Beat-Em-Up""",Wanako Studios,SCEA,T,Blood Mild Suggestive Themes Violence, , , , ,
12548,63,Borderlands: Mad Moxxi's Underdome Riot,X360,5.6,"Dec 29, 2009","Action, Arcade, First-Person, Sci-Fi, Shooter",Gearbox Software,2K Games,M, , , , , ,Borderlands Series
12549,63,Star Wars Battlefront: Elite Squadron,PSP,8,"Nov 3, 2009","Action, Arcade, Sci-Fi, Shooter, Third-Person",Savage Entertainment,LucasArts,T,Fantasy Violence Mild Language Violence,4 Players Online, ,1 Player,http://www.starwarsbattlefront.com,Star Wars Series
12550,63,The King of Fighters XII,X360,4.6,"Jul 24, 2009","2D, Action, Fighting",SNK Playmore,Ignition Entertainment,T,Violence,8 Players Online,Arcade Stick,1-2 Players,http://www.kingoffighters12.com,The King of Fighters Series
12551,63,Professor Heinz Wolff's Gravity,WII,7.7,"Apr 6, 2009","Action, General, Miscellaneous, Puzzle",Deep Silver,Deep Silver,E, , ,Nunchuk,1 Player,http://gravity.deepsilver.com/,
12552,63,Transformers: Revenge of the Fallen,PS3,7,"Jun 23, 2009","3D, Action, Adventure, Arcade u""Beat-Em-Up"", Sci-Fi
, Shooter, Third-Person","Luxoflux, Inc.",Activision,T,Mild Language Violence,Up to 8 Players, , ,http://www.transformersgame.com/,Transformers Series
12553,63,Hasbro Family Game Night 2,WII,6.3,"Oct 26, 2009","Miscellaneous, Party, Party / Minigame",Electronic Arts,Electronic Arts,E,Comic Mischief, , , ,http://www.ea.com/videos/game/hasbro-family-game-night-2,Hasbro Series
12554,59,Alpha Prime,PC,6,"May 1, 2007","Action, Arcade, First-Person, Sci-Fi, Shooter",Black Element,Meridian4,M, , , , ,http://www.alpha-prime.com/,
12555,59,Spider-Man: Friend or Foe,WII,8.1,"Oct 2, 2007","Action, General",Next Level Games,Activision,E10+,Cartoon Violence, , ,1-2 Players,http://spiderman-friend-or-foe.com/,Spider Man Series
12556,59,GEON: emotions,X360,8.5,"Sep 19, 2007","Action, General, Matching, Miscellaneous, Puzzle","Eidos Interactive, Strawdog Studios",Eidos Interactive,E, ,4 Players Online, ,1-4 Players,http://www.useyouremotion.com,
12557,59,Arkadian Warriors,X360,5.9,"Dec 12, 2007","Action Adventure, Fantasy, General",Wanako Studios,Sierra Online,E10+,Fantasy Violence Mild Blood,2 Players Online, ,1-2 Players,http://www.xbox.com/en-US/games/a/arkadianwarriorsxboxlivearcade/,
12558,59,Driver: Parallel Lines,WII,6,"Jun 26, 2007","Action Adventure, Arcade, Automobile, Driving, Mission-based
, Open-World, Racing",Reflections Interactive,Ubisoft,M,Blood Drug Reference Intense Violence Partial Nudity Sexual Themes Strong Language,No Online Multiplayer, ,1 Player, ,Driver Series
12559,58,Pirates of the Caribbean: At World's End,X360,5.3,"May 22, 2007","Action Adventure, Historic, Linear","Eurocom Entertainment Software, Eurocom",Disney Interactive Studios,T,Use of Alcohol Violence, , ,1-2 Players,http://disney.go.com/disneyinteractivestudios/pirates3/englishus/,Pirates of the Caribbean Series
12560,58,Enemy Engaged 2,PC,4.8,"Jul 10, 2007","Civilian, Flight, Helicopter, Simulation",Gameyus Interactive,G2 Games,T,Mild Violence,4 Players Online, ,1-4 Players,http://www.eech2.com/index2.html,
12561,58,Dungeons & Dragons Tactics,PSP,7.6,"Aug 14, 2007","Fantasy, General, Strategy, Turn-Based",Kuju Entertainment,Atari,T,Blood Fantasy Violence,4 Players Online, ,1 Player,http://www.atari.com/d&dtactics;/,Dungeons & Dragons Series
12562,58,Jackass the Game,PS2,6.7,"Sep 24, 2007","Action, General",Sidhe Interactive,Red Mile Entertainment,M,Crude Humor Language Mild Blood Sexual Themes Violence, , ,1-4 Players,http://www.jackassthegame.com/,
12563,60,SYMMETRY,PC,tbd,"Feb 20, 2018","Adventure, General",Sleepless Clinic,IMGN.PRO, , ,No Online Multiplayer, , , ,
12564,60,Shelter Generations,Switch,5.5,"Apr 12, 2018","Adventure, General",Might and Delight,CIRCLE Entertainment,T, ,No Online Multiplayer, , , ,
12565,60,Metal Gear Survive,PS4,1.5,"Feb 20, 2018","Action Adventure, General",Konami,Konami,M, ,Up to 4 Players, , , ,Metal Gear Series
12566,65,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,7.5,"Nov 14, 2005","Action Adventure, Fantasy, General",Amaze Entertainment,Buena Vista Games,E10+,Fantasy Violence, , ,1-4 Players, ,Chronicles of Narnia Series
12567,63,Bakugan Battle Brawlers,PS3,8,"Oct 20, 2009","Action, General",Now Production,Activision,E,Fantasy Violence,No Online Multiplayer, , ,http://www.bakugan-videogame.com,Bakugan Series
12568,62,Heroes Over Europe,PS3,7,"Sep 15, 2009","Combat, Flight, Simulation, WWII","Atari, Transmission Games, Atari SA",Ubisoft,T,Language Use of Tobacco Violence, , , ,http://heroesovereurope.us.ubi.com/,
12569,62,Inferno Pool,X360,tbd,"Oct 28, 2009","Billiards, Individual, Miscellaneous, Parlor, Sports",Dark Energy Digital,Dark Energy Digital,E, , , ,1-4 Players,http://www.darkenergydigital.com/inferno.php,
12570,62,Hero's Saga Laevatein Tactics,DS,tbd,"Oct 20, 2009","Fantasy, Strategy, Tactics, Turn-Based",GungHo,Aksys Games,T,Mild Fantasy Violence Mild Language, , , ,http://www.aksysgames.com/,
12571,58,Rush'n Attack,X360,tbd,"May 23, 2007","2D, Action, Platformer",Digital Eclipse,Konami,E10+,Violence,2 Players Online, ,1 Player, ,
12572,58,Spider-Man: Friend or Foe,PSP,4,"Oct 2, 2007","Action, General",Artificial Mind and Movement,Activision,E10+,Cartoon Violence,2 Players Online, ,1-2 Players,http://spiderman-friend-or-foe.com/,Spider Man Series
12573,58,Bleach: Shattered Blade,WII,7.3,"Oct 9, 2007","3D, Action, Fighting",Polygon Magic,Sega,T,Mild Language Suggestive Themes Violence, , ,1-2 Players,http://www.sega.com/gamesite/bleach/,Bleach Series
12574,58,Boogie,DS,tbd,"Nov 27, 2007","Action, Miscellaneous, Music, Rhythm",EA Montreal,Electronic Arts,E10+,Lyrics Suggestive Themes, , ,1-4 Players,http://www.ea.com/boogie/,Boogie Series
12575,58,Jackass the Game,PSP,6.7,"Sep 27, 2007","Action, General",Sidhe Interactive,Red Mile Entertainment,M,Crude Humor Language Mild Blood Sexual Themes Violence, , ,1-4 Players,http://www.jackassthegame.com/,
12576,58,Bee Movie Game,DS,8,"Oct 30, 2007","Action, General",Vicarious Visions,Activision,E,Comic Mischief, , ,1 Player,http://www.beemoviegame.com,
12577,58,Hired Guns: The Jagged Edge,PC,6.4,"Oct 19, 2007","Modern, Strategy, Turn-Based",GFI Russia,Game Factory Interactive,T, , , , , ,
12578,49,Pokemon Rumble U,WIIU,5.2,"Aug 29, 2013","2D, Action u""Beat-Em-Up""",Ambrella,Nintendo,E, , , , ,http://www.pokemon.co.jp/ex/scrambleU/,Pokemon Series
12579,49,Pac-Man and the Ghostly Adventures,X360,5.1,"Oct 29, 2013","3D, Action, Platformer","Namco Bandai Games, Monkey Bar Games",Namco Bandai Games,E10+, , , , ,http://www.pacisback.com/,Pac Man Series
12580,49,Beyblade: Evolution,3DS,6.3,"Oct 22, 2013","Action, General","SIMS, Rising Star Games",Rising Star Games,E,Mild Fantasy Violence, , , , ,Beyblade Series
12581,49,Fist of the North Star: Ken's Rage 2,PS3,7.2,"Feb 5, 2013","2D, 3D, Action u""Beat-Em-Up""","Koei, Omega Force",Koei Tecmo Games,M,Blood Language Suggestive Themes Violence,Up to 8 Players, , ,http://www.kensrage.com/2/,Fist of the North Star Series
12582,49,Bad Bots,PC,4.6,"May 17, 2013","Action, General",Point 5 Projects,Digital Tribe, , , , ,1 Player,http://store.steampowered.com/app/235070/,
12583,49,Dollar Dash,X360,4.5,"Mar 6, 2013","Action Adventure, General, Modern",Candygun Games,Kalypso,E10+,Cartoon Violence Use of Tobacco, , , ,http://www.dollardashgame.com/,
12584,48,LocoCycle,XONE,4,"Nov 22, 2013","Arcade, Automobile, Driving, General, Racing",Twisted Pixel Games,Microsoft Game Studios,T, , , , ,http://www.twistedpixelgames.com/,
12585,48,Valhalla Knights 3,VITA,6.9,"Oct 15, 2013","Action RPG, General, Role-Playing",K2,XSEED Games,M, , , , , ,Valhalla Knights Series
12586,48,Le Tour de France 2013 - 100th Edition,PS3,5.3,"Jul 2, 2013","Alternative, Biking, Individual, Sports",Cyanide,Focus Home Interactive,E, , , , ,http://www.cycling-manager.com/pcm/,Tour de France Series
12587,48,Aliens: Colonial Marines,X360,3.9,"Feb 12, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Gearbox Software,Sega,M,Blood and Gore Intense Violence Strong Language,4 Players Online, ,1-4 Players,http://www.sega.com/alienscolonialmarines/,Aliens Series
12588,48,Regular Show: Mordecai and Rigby in 8-Bit Land,3DS,6.6,"Oct 29, 2013","Action Adventure, Fantasy, General",WayForward,D3Publisher,E10+, , , , ,http://www.d3publisher.us/,
12589,48,MLB 2K13,X360,3.5,"Mar 5, 2013","Baseball, Sim, Sports, Team, Traditional",Visual Concepts,2K Games,E, , , , , ,Major League Baseball 2K Series
12590,48,Special Forces: Team X,PC,6.9,"Feb 6, 2013","Action, General, Modern, Shooter, Third-Person",Zombie Studios,Atari,M,Blood and Gore Violence, , , , ,
12591,47,Hexodius,PC,5.7,"Jun 21, 2013","Action, General",Brain Slap Studio,Brain Slap Studio, , , , , ,http://brainslapstudio.com/,
12592,47,Tactical Intervention,PC,5.9,"Mar 28, 2013","Action, Arcade, First-Person, Modern, Shooter, Tactical
, Third-Person","FIX Korea, Co. LTD",OGPlanet, , , , , ,http://www.tactical-intervention.com/,
12593,47,HomeTown Story,3DS,6,"Oct 17, 2013","General, Simulation",TOYBOX,Natsume,E10+, ,No Online Multiplayer, , ,http://www.natsume.com/,Harvest Moon Series
12594,47,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,X360,4.1,"Nov 19, 2013","Action Adventure, Fantasy, General",WayForward,D3Publisher,E10+, , , , ,http://www.d3publisher.us/,Adventure Time Series
12595,46,Alien Rage,X360,7.6,"Oct 18, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",CI Games,CI Games,M,Blood Strong Language Violence, , , ,http://alienragegame.com/,
12596,45,Impire,PC,5.4,"Feb 13, 2013","General, Strategy",Cyanide,Paradox Interactive, , , , , ,http://www.impiregame.com/,
12597,45,Spartacus Legends,X360,5.3,"Jun 26, 2013","3D, Action, Fighting, General",Kung Fu Factory,Ubisoft,M,Blood and Gore Intense Violence Nudity Sexual Themes Strong Language, , , ,http://www.starz.com/spartacuslegends,
12598,45,Star Trek The Video Game,PS3,2,"Apr 23, 2013","Action Adventure, General, Sci-Fi",Digital Extremes,Namco Bandai Games America,T,Animated Blood Language Violence, ,Move Compatible, ,http://www.startrekgame.com/,Star Trek Series
12599,45,Aliens: Colonial Marines,PC,3.5,"Feb 11, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Gearbox Software,Sega,M,Blood and Gore Intense Violence Strong Language,4 Players Online, ,1-4 Players,http://www.sega.com/alienscolonialmarines/,Aliens Series
12600,43,Star Trek The Video Game,PC,2.3,"Apr 23, 2013","Action Adventure, General, Sci-Fi",Digital Extremes,Namco Bandai Games America,T,Animated Blood Language Violence, , , ,http://www.startrekgame.com/,Star Trek Series
12601,43,Blood Knights,X360,4.3,"Nov 1, 2013","Action Adventure, Action RPG, Fantasy, General, Role-Playing",Deck 13,DTP Entertainment,M,Blood Violence, , , , ,
12602,43,Omerta: City of Gangsters,X360,3.5,"Feb 12, 2013","General, Simulation, Strategy",Kalypso,Kalypso,T,Alcohol Reference Blood Language Violence, , , ,http://www.cityofgangsters.com/,
12603,43,Aliens: Colonial Marines,PS3,3.6,"Feb 12, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Gearbox Software,Sega,M,Blood and Gore Intense Violence Strong Language,4 Players Online Up to 12 Players, ,1-4 Players,http://www.sega.com/alienscolonialmarines/,Aliens Series
12604,43,Air Conflicts: Vietnam,PC,2.8,"Oct 2, 2013","Action, Combat, Flight, Simulation","bitComposer Games, bitComposer",Kalypso,T, , , , , ,
12605,43,NBA Live 14,PS4,2.6,"Nov 19, 2013","Arcade, Basketball, Sports, Team, Traditional",EA Sports,Electronic Arts,E, ,2 Players, , , ,NBA Live Series
12606,43,Deadfall Adventures,X360,7.9,"Nov 15, 2013","Action, Arcade, Fantasy, First-Person, Shooter",The Farm 51,Nordic Games Publishing,M, , , , ,http://www.deadfall-game.com/,
12607,42,Star Trek The Video Game,X360,2.6,"Apr 23, 2013","Action Adventure, General, Sci-Fi",Digital Extremes,Namco Bandai Games America,T,Animated Blood Language Violence, , , ,http://www.startrekgame.com/,Star Trek Series
12608,42,Time and Eternity,PS3,5,"Jul 16, 2013","Console-style RPG, Japanese-Style, Role-Playing","Image Epoch, Imageepoch",NIS America,T, ,No Online Multiplayer, , , ,
12609,42,Arcania: The Complete Tale,PS3,4.9,"Aug 30, 2013","Action RPG, General, PC-style RPG, Role-Playing, Western-Style",Spellbound,Nordic Games Publishing,T, , , , ,http://www.arcania-game.com/,Gothic Series
12610,41,DARK,PC,4.3,"Jul 3, 2013","Action Adventure, General, Linear, Modern",Kalypso,Kalypso,M,Blood and Gore Partial Nudity Strong Language Suggestive Themes Violence,No Online Multiplayer, , , ,
12611,41,Seduce Me,PC,3.4,"Jan 2, 2013","General, Strategy", ,No Reply Games,AO,Nudity Strong Language Strong Sexual Content Use of Drugs, , ,1 Player,http://www.seducemegame.com/,
12612,41,Lets Fish! Hooked On,VITA,6.5,"Jan 29, 2013","Fishing, Individual, Nature, Sports",SIMS,Wired Productions,E, , , , , ,
12613,41,Way of the Dogg,X360,3.3,"May 3, 2013","Action, General",Echo Peak,505 Games,T,Blood Drug Reference Mild Language Violence, , , ,http://www.wayofthedogg.com/,
12614,40,The Chaos Engine 2013,PC,7.6,"Aug 29, 2013","Action, Sci-Fi u""Shoot-Em-Up"", Shooter, Third-Person
, Top-Down",Abstraction Games,Mastertronic, , , , , ,http://www.chaosenginegame.com/,
12615,40,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WIIU,5,"Nov 19, 2013","Action Adventure, Fantasy, General",WayForward,D3Publisher,E10+, , , , ,http://www.d3publisher.us/,Adventure Time Series
12616,40,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PS3,3.8,"Nov 19, 2013","Action Adventure, Fantasy, General",WayForward,D3Publisher,E10+, , , , ,http://www.d3publisher.us/,Adventure Time Series
12617,40,Painkiller: Hell & Damnation,PS3,6.6,"Nov 26, 2013","Action, Arcade, Fantasy, First-Person, Shooter",The Farm 51,Nordic Games Publishing,M,Blood and Gore Intense Violence Strong Language, , , ,http://www.painkillergame.com/,Painkiller Series
12618,40,Farming Simulator,PS3,2.9,"Nov 19, 2013","Career, General, Simulation, Virtual",Giants Software,Focus Home Interactive,E, , , , ,http://www.focus-home.com/,Farming Simulator Series
12619,40,Scourge: Outbreak,X360,6.7,"Jul 3, 2013","Action, Arcade, Sci-Fi, Shooter, Third-Person",Tragnarion Studios,UFO Interactive,M,Blood Strong Language Violence, , , ,http://www.scourgeoutbreak.com/,
12620,39,Montague's Mount,PC,5,"Oct 9, 2013","Action Adventure, Horror",Polypusher Studios,Mastertronic, , , , , , ,
12621,39,R.I.P.D. The Game,X360,3.4,"Jul 17, 2013","Action, Arcade, General, Sci-Fi, Shooter, Third-Person",Old School Games,Atlus,T,Drug Reference Mild Language Partial Nudity Violence, , , ,http://www.atlus.com/ripd/,
12622,39,Pacific Rim,X360,4.8,"Jul 12, 2013","Action, General",Yuke's,Yuke's,E10+,Fantasy Violence,2 Players Online, ,1-2 Players,https://itunes.apple.com/us/app/id639615384,
12623,38,DARK,X360,4.1,"Jul 9, 2013","Action Adventure, General, Linear, Modern",Kalypso,Kalypso,M,Blood and Gore Partial Nudity Strong Language Suggestive Themes Violence, , , , ,
12624,38,The Walking Dead: Survival Instinct,PC,2.6,"Mar 19, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Terminal Reality,Activision,M,Blood and Gore Intense Violence Strong Language, , , ,http://www.thewalkingdeadbegins.com/,The Walking Dead Series
12625,38,Teenage Mutant Ninja Turtles: Out of the Shadows,X360,5.3,"Aug 28, 2013","3D, Action u""Beat-Em-Up""",Red Fly Studio,Activision,T, , , , , ,Teenage Mutant Ninja Turtles Series
12626,36,NBA Live 14,XONE,3.1,"Nov 19, 2013","Arcade, Basketball, Sports, Team, Traditional",EA Sports,Electronic Arts,E, ,2 Players, , , ,NBA Live Series
12627,35,Girl Fight,PS3,4.9,"Sep 24, 2013","3D, Action, Fighting","MicroProse, Kung Fu Factory",Majesco Games,M, , , , ,http://www.facebook.com/girlfightgame,
12628,35,Fireburst,X360,4,"Jun 14, 2013","Automobile, Driving, Racing, Rally / Offroad, Simulation",exDream,Bigben Interactive,T,Comic Mischief Mild Language Mild Suggestive Themes Mild Violence, , , ,http://fireburstthegame.com/,
12629,34,Takedown: Red Sabre,PC,2.9,"Sep 20, 2013","Action, First-Person, General, Modern, Shooter, Tactical",Serellan LLC,505 Games,M, , , , ,http://www.takedownthegame.com/,
12630,34,The Walking Dead: Survival Instinct,PS3,3.6,"Mar 19, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Terminal Reality,Activision,M,Blood and Gore Intense Violence Strong Language, , , ,http://www.thewalkingdeadbegins.com/,The Walking Dead Series
12631,34,Girl Fight,X360,5.4,"Sep 25, 2013","3D, Action, Fighting","MicroProse, Kung Fu Factory",Majesco Games,M, , , , ,http://www.facebook.com/girlfightgame,
12632,33,Farming Simulator,X360,6.2,"Nov 19, 2013","Career, General, Simulation, Virtual",Giants Software,Focus Home Interactive,E, , , , ,http://www.focus-home.com/,Farming Simulator Series
12633,33,X Rebirth,PC,3.2,"Nov 15, 2013","Civilian, Large Spaceship, Sci-Fi, Simulation, Space",Egosoft,Deep Silver,T, , , , ,http://www.xrebirth.com/,X space series Series
12634,32,The Walking Dead: Survival Instinct,X360,4,"Mar 19, 2013","Action, Arcade, First-Person, Sci-Fi, Shooter",Terminal Reality,Activision,M,Blood and Gore Intense Violence Strong Language, , , ,http://www.thewalkingdeadbegins.com/,The Walking Dead Series
12635,30,Power Rangers Megaforce,3DS,4.8,"Nov 5, 2013","2D, Action u""Beat-Em-Up"", General",Digital Works Entertainment,Namco Bandai Games,E10+, ,No Online Multiplayer, ,1 Player,http://namco.com/powerrangers,Power Rangers Series
12636,26,R.I.P.D. The Game,PC,1.5,"Jul 16, 2013","Action, Arcade, General, Sci-Fi, Shooter, Third-Person",Old School Games,Atlus,T,Drug Reference Mild Language Partial Nudity Violence, , , ,http://www.atlus.com/ripd/,
12637,23,Fighter Within,XONE,2.8,"Nov 19, 2013","General, Sports",Ubisoft,Ubisoft,T, , , , , ,
12638,22,Fast & Furious: Showdown,X360,1,"May 21, 2013","Arcade, Automobile, Driving, GT / Street, Racing","Activision, Firebrand Games",Activision,T,Mild Language Mild Violence, , , , ,Fast and Furious Series
12639,19,Ride to Hell: Retribution,X360,1.2,"Jun 25, 2013","Action Adventure, Driving, General, Modern, Motocross
, Motorcycle, Racing","Eutechnyx, Deep Silver",Deep Silver,M,Blood and Gore Drug Reference Intense Violence Partial Nudity Sexual Content Strong Language,No Online Multiplayer, , ,http://www.ridetohell.com/retribution/,Ride to Hell Series
12640,17,Double Dragon II: Wander of the Dragons,X360,1.5,"Apr 5, 2013","2D, Action u""Beat-Em-Up""","Gravity Corporation, Gravity",Cyberfront Korea Corp,T, , , , , ,Double Dragon Series
12641,16,Ride to Hell: Retribution,PC,1.2,"Jun 24, 2013","Action Adventure, Driving, General, Modern, Motocross
, Motorcycle, Racing","Eutechnyx, Deep Silver",Deep Silver,M,Blood and Gore Drug Reference Intense Violence Partial Nudity Sexual Content Strong Language, , , ,http://www.ridetohell.com/retribution/,Ride to Hell Series
12642,70,Tricky Towers,XONE,tbd,"Sep 15, 2017","Puzzle, Stacking",WeirdBeard,WeirdBeard,E, , , , ,http://www.trickytowers.com/,
12643,70,Pix the Cat,XONE,tbd,"Feb 8, 2017","Action, Arcade",Pasta Games,Pasta Games,E, , , , , ,
12644,70,Touhou Genso Wanderer,PS4,6.6,"Mar 21, 2017","General, Roguelike, Role-Playing",Mediascape,NIS America,T, ,No Online Multiplayer, , , ,Touhou Project Doujin Series
12645,70,Tokyo Dark,PC,6.2,"Sep 7, 2017","Adventure, Point-and-Click","Square Enix, Cherrymochi",Square Enix, , , , , , ,
12646,70,That's You!,PS4,7.1,"Jul 4, 2017","Miscellaneous, Party / Minigame",Wish Studios,Wish Studios,T, , , , , ,PlayLink Series
12647,70,Planetbase,XONE,tbd,"May 3, 2017","Government, Management, Strategy",Madruga Works,Madruga Works,E10+, , , , , ,
12648,70,Mr. Shifty,PC,7.3,"Apr 13, 2017","Action u""Shoot-Em-Up"", Shooter, Top-Down",Team Shifty,tinyBuild, , ,No Online Multiplayer, , , ,
12649,69,The Fidelio Incident,PC,6.2,"May 23, 2017","3D, Adventure, First-Person","Act 3 Games, LLC","Act 3 Games, LLC", , , , , , ,
12650,69,Archangel,PS4,6.7,"Jul 18, 2017","Action, Arcade, First-Person, Shooter",Skydance Interactive,Skydance Interactive,T, ,No Online Multiplayer,PlayStation VR Required, , ,
12651,69,Korix,PS4,7,"Mar 29, 2017","General, Real-Time, Strategy",StellarVR,StellarVR,E10+, , ,PlayStation VR Required, , ,
12652,69,Absolver,PS4,5.8,"Aug 29, 2017","Action RPG, Role-Playing",Sloclap,Devolver Digital,T, ,Up to 6 Players, , , ,
12653,69,Ride 2,PS4,6.3,"Feb 14, 2017","Automobile, Racing, Simulation",Milestone S.r.l,Square Enix,E, ,Up to 12 Players, , , ,RIDE Series
12654,69,"Warhammer 40,000: Sanctus Reach",PC,7.4,"Jan 19, 2017","General, Real-Time, Strategy",Strayllight Entertainment,Slitherine, , , , , , ,
12655,69,Tom Clancy's Ghost Recon: Wildlands,PC,6.2,"Mar 7, 2017","Action Adventure, Open-World",Ubisoft Paris,Ubisoft,M, , , , , ,Tom Clancy Series
12656,69,The Sun and Moon,XONE,tbd,"Jan 27, 2017","2D, Action, Platformer",Digerati Distribution,Digerati Distribution,E, , , , , ,
12657,69,The Golf Club 2,XONE,6.2,"Jun 27, 2017","Arcade, Golf, Individual, Sports","HB Studios Multimedia, Maximum Games",Maximum Games,E, , , , , ,The Golf Club Series
12658,69,AER: Memories of Old,PC,6.6,"Oct 25, 2017","Action Adventure, General, Open-World","Daedalic Entertainment, Forgotten Key",Daedalic Entertainment, , ,No Online Multiplayer, , , ,
12659,69,DOOM VFR,PC,5.1,"Nov 30, 2017","Action, Arcade, First-Person, Shooter",id Software,Bethesda Softworks,M, ,No Online Multiplayer,"HTC Vive HTC Vive, Windows Mixed Reality", , ,Doom Series
12660,69,DESYNC,PC,7.5,"Feb 28, 2017","Action, Arcade, First-Person, Shooter",Foregone,Adult Swim, , ,No Online Multiplayer, , , ,
12661,69,Fate/Extella: The Umbral Star,Switch,7.3,"Jul 25, 2017","3D, Action u""Beat-Em-Up""",Marvelous Inc.,XSEED Games,T, ,No Online Multiplayer, , , ,Fate/ Series
12662,69,Uno,Switch,6.9,"Nov 7, 2017","Board / Card Game, Miscellaneous",Ubisoft,Ubisoft,E, , , , ,https://www.ubisoft.com/en-US/game/uno/,Uno Series
12663,69,De Mambo,Switch,6.7,"Jul 13, 2017","2D, Action, Platformer",The Dangerous Kitchen,Chorus Worldwide,E, , , , , ,
12664,69,The Signal From Tolva,PC,6.6,"Apr 10, 2017","3D, Adventure, First-Person",Big Robot Ltd,Big Robot Ltd, , , , , , ,
12665,69,Knack 2,PS4,7.5,"Sep 5, 2017","Action Adventure, Linear",SCE Japan Studio,Sony Interactive Entertainment,E10+, , , , , ,Knack Series
12666,69,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PS4,4.5,"Mar 28, 2017","Adventure, Point-and-Click",Telltale Games,Telltale Games,M, , , , , ,The Walking Dead Series
12667,69,Gang Beasts,PS4,6.4,"Dec 12, 2017","Action, General, Miscellaneous, Party / Minigame",Boneloaf,Double Fine Productions,E10+, ,Up to 8 Players, , , ,
12668,69,Kirby's Blowout Blast,3DS,6.8,"Jul 6, 2017","Action, General","Nintendo, HAL Labs",Nintendo,E, , , , , ,Kirby Series
12669,69,Fire Emblem Warriors,3DS,8.1,"Oct 20, 2017","3D, Action u""Beat-Em-Up""",Omega Force,Nintendo,T, ,No Online Multiplayer, , , ,Fire Emblem Series
12670,69,Hey! Pikmin,3DS,6.4,"Jul 28, 2017","2D, Action, Platformer","Nintendo, Arzest",Nintendo,E10+, , , , , ,Pikmin Series
12671,69,.hack//G.U. Last Recode,PC,6.5,"Nov 3, 2017","Compilation, Miscellaneous",CyberConnect2,Bandai Namco Games,T, ,No Online Multiplayer, , , ,.hack Series
12672,69,LEGO Worlds,XONE,6.1,"Mar 7, 2017","Action Adventure, Sandbox",TT Games,Warner Bros. Interactive Entertainment,E10+, , , , , ,LEGO Series
12673,69,Shift Happens,XONE,tbd,"Feb 22, 2017","2D, Action, Platformer",Deck 13,Deck 13,E, , , , , ,
12674,69,Snake Pass,PS4,6.8,"Mar 28, 2017","Action, Action Adventure, General, Puzzle",Sumo Digital,Sumo Digital,E, , , , , ,
12675,69,ARK: Survival Evolved,PS4,4.2,"Aug 29, 2017","Action Adventure, Sandbox, Survival",Studio Wildcard,Studio Wildcard,T, ,Up to 64 Players, , , ,
12676,69,It's Quiz Time,PS4,tbd,"Nov 28, 2017","Miscellaneous, Trivia / Game Show",Vision Games Publishing LTD,Vision Games Publishing LTD,E, , , , , ,
12677,69,Marvel vs. Capcom: Infinite,PC,5.1,"Sep 19, 2017","2D, Action, Fighting",Capcom,Capcom,T, ,Online Multiplayer, , , ,Marvel Fighting Series
12678,68,Tiny Metal,PC,3.8,"Dec 21, 2017","Strategy, Tactics, Turn-Based",AREA35,AREA35,E10+, ,No Online Multiplayer, , , ,
12679,68,Agents of Mayhem,PC,5.4,"Aug 15, 2017","Action Adventure, Open-World",Volition Inc.,Deep Silver,M, ,No Online Multiplayer, , , ,Saints Row Series
12680,68,Starblood Arena,PS4,7.3,"Apr 11, 2017","Action, General",WhiteMoon Dreams,Sony Interactive Entertainment,T, , ,PlayStation VR Required, , ,
12681,68,Rush: A Disney / Pixar Adventure,XONE,6,"Oct 31, 2017", , , , , , , , , ,  Series
12682,68,Dark Arcana: The Carnival,XONE,tbd,"Mar 17, 2017","Hidden Object, Puzzle",Artifex Mundi,Artifex Mundi,T, ,No Online Multiplayer, , , ,
